menu_id,restaurant_id,item_name,price,veg
2481,125,Gujarati Thali,304,Yes
2482,125,Fries,258,Yes
2483,125,Butter Naan,241,No
2484,125,Paneer Butter Masala,344,Yes
2485,125,Hakka Noodles,316,No
2486,125,Paneer Tikka,235,No
2487,125,Veg Biryani,165,No
2488,125,Kadhi Khichdi,285,No
2489,125,Cold Coffee,122,Yes
2490,125,Chocolate Shake,265,Yes
2491,125,Dal Tadka,205,No
2492,125,Chicken Biryani,342,Yes
2493,125,Gulab Jamun,338,No
2494,125,Jeera Rice,116,No
2495,125,Masala Dosa,140,No
2496,125,Idli Sambar,287,Yes
2497,125,Burger,394,Yes
2498,125,Vada Pav,180,Yes
2499,125,Rasgulla,130,Yes
2500,125,Pav Bhaji,237,Yes
2501,126,Paneer Tikka,263,No
2502,126,Burger,135,Yes
2503,126,Idli Sambar,389,No
2504,126,Cold Coffee,196,No
2505,126,Dal Tadka,175,Yes
2506,126,Gulab Jamun,187,No
2507,126,Pav Bhaji,316,No
2508,126,Vada Pav,317,Yes
2509,126,Veg Biryani,199,Yes
2510,126,Chocolate Shake,223,No
2511,126,Butter Naan,393,No
2512,126,Hakka Noodles,109,No
2513,126,Chicken Biryani,366,No
2514,126,Jeera Rice,258,Yes
2515,126,Fries,171,Yes
2516,126,Rasgulla,112,Yes
2517,126,Gujarati Thali,204,No
2518,126,Paneer Butter Masala,285,Yes
2519,126,Veg Pizza,138,Yes
2520,126,Masala Dosa,240,Yes
2521,127,Idli Sambar,141,Yes
2522,127,Rasgulla,262,Yes
2523,127,Veg Biryani,329,Yes
2524,127,Paneer Tikka,393,Yes
2525,127,Vada Pav,236,Yes
2526,127,Dal Tadka,299,Yes
2527,127,Gujarati Thali,138,No
2528,127,Gulab Jamun,109,No
2529,127,Masala Dosa,109,No
2530,127,Cold Coffee,375,Yes
2531,127,Paneer Butter Masala,173,Yes
2532,127,Burger,156,Yes
2533,127,Butter Naan,290,No
2534,127,Veg Pizza,274,No
2535,127,Fries,193,No
2536,127,Chicken Biryani,196,No
2537,127,Pav Bhaji,348,No
2538,127,Chocolate Shake,121,Yes
2539,127,Manchurian,200,Yes
2540,127,Kadhi Khichdi,246,Yes
2541,128,Gulab Jamun,279,No
2542,128,Dal Tadka,347,No
2543,128,Veg Biryani,113,Yes
2544,128,Idli Sambar,125,Yes
2545,128,Cold Coffee,131,No
2546,128,Rasgulla,340,No
2547,128,Paneer Tikka,284,No
2548,128,Masala Dosa,354,No
2549,128,Paneer Butter Masala,290,Yes
2550,128,Hakka Noodles,368,No
2551,128,Jeera Rice,311,No
2552,128,Kadhi Khichdi,248,No
2553,128,Pav Bhaji,216,No
2554,128,Fries,379,No
2555,128,Chicken Biryani,227,Yes
2556,128,Manchurian,359,Yes
2557,128,Veg Pizza,275,Yes
2558,128,Chocolate Shake,392,No
2559,128,Gujarati Thali,105,Yes
2560,128,Vada Pav,399,No
2561,129,Paneer Butter Masala,176,No
2562,129,Hakka Noodles,82,No
2563,129,Masala Dosa,289,Yes
2564,129,Dal Tadka,260,Yes
2565,129,Kadhi Khichdi,305,No
2566,129,Chocolate Shake,163,No
2567,129,Manchurian,264,No
2568,129,Vada Pav,157,No
2569,129,Fries,249,Yes
2570,129,Veg Pizza,342,No
2571,129,Veg Biryani,368,No
2572,129,Paneer Tikka,198,Yes
2573,129,Jeera Rice,176,No
2574,129,Gulab Jamun,323,No
2575,129,Cold Coffee,128,No
2576,129,Rasgulla,187,No
2577,129,Pav Bhaji,216,Yes
2578,129,Gujarati Thali,255,No
2579,129,Chicken Biryani,388,Yes
2580,129,Butter Naan,253,Yes
2581,130,Vada Pav,146,Yes
2582,130,Manchurian,171,No
2583,130,Burger,259,No
2584,130,Gulab Jamun,293,No
2585,130,Idli Sambar,120,No
2586,130,Cold Coffee,328,No
2587,130,Veg Pizza,286,No
2588,130,Butter Naan,84,Yes
2589,130,Gujarati Thali,349,Yes
2590,130,Chocolate Shake,264,No
2591,130,Hakka Noodles,294,Yes
2592,130,Rasgulla,221,No
2593,130,Fries,292,No
2594,130,Paneer Butter Masala,226,No
2595,130,Chicken Biryani,137,Yes
2596,130,Kadhi Khichdi,222,No
2597,130,Masala Dosa,254,No
2598,130,Paneer Tikka,195,No
2599,130,Pav Bhaji,333,Yes
2600,130,Dal Tadka,355,Yes
2601,131,Idli Sambar,189,Yes
2602,131,Masala Dosa,325,Yes
2603,131,Manchurian,229,Yes
2604,131,Vada Pav,128,No
2605,131,Veg Biryani,218,Yes
2606,131,Chocolate Shake,329,Yes
2607,131,Dal Tadka,391,Yes
2608,131,Chicken Biryani,191,Yes
2609,131,Pav Bhaji,258,No
2610,131,Hakka Noodles,217,Yes
2611,131,Gulab Jamun,128,No
2612,131,Gujarati Thali,100,Yes
2613,131,Cold Coffee,264,No
2614,131,Kadhi Khichdi,211,No
2615,131,Burger,121,No
2616,131,Butter Naan,197,Yes
2617,131,Paneer Tikka,377,Yes
2618,131,Veg Pizza,366,Yes
2619,131,Rasgulla,174,No
2620,131,Fries,279,No
2621,132,Paneer Tikka,289,Yes
2622,132,Chocolate Shake,326,No
2623,132,Rasgulla,81,Yes
2624,132,Manchurian,100,Yes
2625,132,Paneer Butter Masala,211,No
2626,132,Gulab Jamun,374,No
2627,132,Burger,305,No
2628,132,Fries,367,No
2629,132,Idli Sambar,130,Yes
2630,132,Pav Bhaji,186,Yes
2631,132,Chicken Biryani,217,No
2632,132,Veg Biryani,104,Yes
2633,132,Kadhi Khichdi,207,Yes
2634,132,Veg Pizza,385,No
2635,132,Masala Dosa,320,Yes
2636,132,Jeera Rice,278,No
2637,132,Hakka Noodles,114,Yes
2638,132,Vada Pav,129,No
2639,132,Butter Naan,150,Yes
2640,132,Dal Tadka,132,Yes
2641,133,Jeera Rice,177,No
2642,133,Masala Dosa,236,Yes
2643,133,Manchurian,364,Yes
2644,133,Pav Bhaji,168,No
2645,133,Rasgulla,236,Yes
2646,133,Chocolate Shake,158,No
2647,133,Gujarati Thali,202,No
2648,133,Veg Biryani,386,No
2649,133,Paneer Tikka,356,Yes
2650,133,Kadhi Khichdi,376,No
2651,133,Vada Pav,147,No
2652,133,Burger,209,Yes
2653,133,Dal Tadka,226,Yes
2654,133,Chicken Biryani,398,Yes
2655,133,Paneer Butter Masala,302,No
2656,133,Gulab Jamun,331,Yes
2657,133,Veg Pizza,334,Yes
2658,133,Fries,238,No
2659,133,Butter Naan,313,Yes
2660,133,Cold Coffee,318,No
2661,134,Jeera Rice,263,Yes
2662,134,Cold Coffee,208,No
2663,134,Veg Pizza,323,No
2664,134,Burger,302,Yes
2665,134,Masala Dosa,177,No
2666,134,Chicken Biryani,249,Yes
2667,134,Gujarati Thali,393,Yes
2668,134,Manchurian,234,No
2669,134,Dal Tadka,218,Yes
2670,134,Paneer Tikka,99,Yes
2671,134,Paneer Butter Masala,364,Yes
2672,134,Idli Sambar,101,No
2673,134,Chocolate Shake,132,No
2674,134,Pav Bhaji,360,No
2675,134,Veg Biryani,274,No
2676,134,Vada Pav,273,No
2677,134,Gulab Jamun,113,No
2678,134,Fries,115,No
2679,134,Rasgulla,141,Yes
2680,134,Butter Naan,365,Yes
2681,135,Manchurian,142,No
2682,135,Kadhi Khichdi,376,No
2683,135,Gujarati Thali,391,No
2684,135,Paneer Tikka,335,No
2685,135,Rasgulla,278,Yes
2686,135,Butter Naan,155,No
2687,135,Veg Pizza,203,Yes
2688,135,Pav Bhaji,265,No
2689,135,Chocolate Shake,375,No
2690,135,Masala Dosa,338,Yes
2691,135,Jeera Rice,244,No
2692,135,Gulab Jamun,220,Yes
2693,135,Chicken Biryani,152,Yes
2694,135,Idli Sambar,293,Yes
2695,135,Burger,124,Yes
2696,135,Paneer Butter Masala,160,Yes
2697,135,Fries,258,Yes
2698,135,Veg Biryani,223,Yes
2699,135,Dal Tadka,87,No
2700,135,Cold Coffee,98,Yes
2701,136,Manchurian,129,No
2702,136,Kadhi Khichdi,295,No
2703,136,Pav Bhaji,166,No
2704,136,Veg Pizza,178,No
2705,136,Dal Tadka,348,No
2706,136,Gujarati Thali,165,No
2707,136,Rasgulla,134,No
2708,136,Jeera Rice,265,Yes
2709,136,Paneer Butter Masala,380,Yes
2710,136,Fries,225,No
2711,136,Gulab Jamun,295,Yes
2712,136,Chicken Biryani,151,Yes
2713,136,Veg Biryani,137,Yes
2714,136,Butter Naan,285,No
2715,136,Hakka Noodles,130,Yes
2716,136,Idli Sambar,358,Yes
2717,136,Paneer Tikka,305,Yes
2718,136,Masala Dosa,389,Yes
2719,136,Burger,234,Yes
2720,136,Chocolate Shake,121,Yes
2721,137,Gulab Jamun,357,Yes
2722,137,Dal Tadka,312,No
2723,137,Pav Bhaji,249,Yes
2724,137,Idli Sambar,184,Yes
2725,137,Burger,396,No
2726,137,Gujarati Thali,367,No
2727,137,Veg Pizza,187,Yes
2728,137,Jeera Rice,365,Yes
2729,137,Paneer Butter Masala,97,No
2730,137,Paneer Tikka,163,Yes
2731,137,Butter Naan,286,No
2732,137,Kadhi Khichdi,346,No
2733,137,Rasgulla,238,No
2734,137,Manchurian,116,Yes
2735,137,Fries,147,Yes
2736,137,Vada Pav,235,No
2737,137,Hakka Noodles,311,Yes
2738,137,Cold Coffee,307,Yes
2739,137,Chicken Biryani,202,Yes
2740,137,Masala Dosa,315,No
2741,138,Masala Dosa,166,Yes
2742,138,Veg Pizza,363,No
2743,138,Paneer Tikka,142,No
2744,138,Chicken Biryani,106,Yes
2745,138,Pav Bhaji,245,Yes
2746,138,Burger,141,No
2747,138,Cold Coffee,314,Yes
2748,138,Jeera Rice,178,No
2749,138,Butter Naan,241,Yes
2750,138,Idli Sambar,163,Yes
2751,138,Chocolate Shake,386,No
2752,138,Veg Biryani,347,No
2753,138,Paneer Butter Masala,185,Yes
2754,138,Kadhi Khichdi,138,Yes
2755,138,Fries,333,No
2756,138,Vada Pav,393,No
2757,138,Dal Tadka,209,No
2758,138,Gujarati Thali,177,No
2759,138,Hakka Noodles,119,Yes
2760,138,Gulab Jamun,234,No
2761,139,Paneer Butter Masala,392,No
2762,139,Rasgulla,144,No
2763,139,Hakka Noodles,133,No
2764,139,Gujarati Thali,237,No
2765,139,Dal Tadka,375,Yes
2766,139,Manchurian,351,No
2767,139,Masala Dosa,145,No
2768,139,Burger,186,No
2769,139,Veg Biryani,266,No
2770,139,Veg Pizza,107,No
2771,139,Fries,148,No
2772,139,Pav Bhaji,201,Yes
2773,139,Kadhi Khichdi,325,Yes
2774,139,Butter Naan,351,Yes
2775,139,Gulab Jamun,247,No
2776,139,Vada Pav,218,No
2777,139,Paneer Tikka,375,No
2778,139,Idli Sambar,296,Yes
2779,139,Chocolate Shake,85,Yes
2780,139,Cold Coffee,272,No
2781,140,Gulab Jamun,105,No
2782,140,Paneer Butter Masala,177,No
2783,140,Cold Coffee,105,No
2784,140,Butter Naan,208,Yes
2785,140,Veg Pizza,129,No
2786,140,Kadhi Khichdi,166,No
2787,140,Rasgulla,234,Yes
2788,140,Gujarati Thali,136,Yes
2789,140,Paneer Tikka,173,No
2790,140,Veg Biryani,388,No
2791,140,Jeera Rice,268,No
2792,140,Idli Sambar,109,Yes
2793,140,Masala Dosa,308,No
2794,140,Chicken Biryani,341,Yes
2795,140,Vada Pav,191,No
2796,140,Dal Tadka,129,No
2797,140,Chocolate Shake,302,Yes
2798,140,Manchurian,161,Yes
2799,140,Fries,94,Yes
2800,140,Hakka Noodles,281,No
2801,141,Jeera Rice,152,Yes
2802,141,Dal Tadka,307,Yes
2803,141,Paneer Butter Masala,179,No
2804,141,Masala Dosa,339,Yes
2805,141,Cold Coffee,80,No
2806,141,Veg Pizza,320,Yes
2807,141,Idli Sambar,349,No
2808,141,Burger,388,No
2809,141,Veg Biryani,234,No
2810,141,Chocolate Shake,240,No
2811,141,Gulab Jamun,86,No
2812,141,Manchurian,195,No
2813,141,Pav Bhaji,138,No
2814,141,Rasgulla,315,No
2815,141,Kadhi Khichdi,177,Yes
2816,141,Fries,319,Yes
2817,141,Vada Pav,217,Yes
2818,141,Butter Naan,305,Yes
2819,141,Paneer Tikka,394,Yes
2820,141,Hakka Noodles,132,No
2821,142,Fries,360,No
2822,142,Butter Naan,198,No
2823,142,Rasgulla,162,No
2824,142,Masala Dosa,138,No
2825,142,Idli Sambar,106,Yes
2826,142,Pav Bhaji,281,Yes
2827,142,Burger,209,No
2828,142,Chocolate Shake,220,No
2829,142,Manchurian,199,Yes
2830,142,Paneer Tikka,228,No
2831,142,Paneer Butter Masala,129,Yes
2832,142,Chicken Biryani,390,No
2833,142,Dal Tadka,299,Yes
2834,142,Veg Biryani,304,Yes
2835,142,Kadhi Khichdi,141,Yes
2836,142,Jeera Rice,241,Yes
2837,142,Gujarati Thali,173,Yes
2838,142,Gulab Jamun,377,Yes
2839,142,Veg Pizza,273,Yes
2840,142,Vada Pav,304,Yes
2841,143,Gujarati Thali,376,Yes
2842,143,Hakka Noodles,205,No
2843,143,Cold Coffee,366,No
2844,143,Chicken Biryani,227,Yes
2845,143,Jeera Rice,270,Yes
2846,143,Masala Dosa,183,Yes
2847,143,Pav Bhaji,213,No
2848,143,Paneer Tikka,91,No
2849,143,Veg Pizza,321,No
2850,143,Paneer Butter Masala,281,No
2851,143,Veg Biryani,287,Yes
2852,143,Gulab Jamun,217,Yes
2853,143,Idli Sambar,363,Yes
2854,143,Fries,325,Yes
2855,143,Manchurian,386,Yes
2856,143,Butter Naan,370,No
2857,143,Chocolate Shake,359,No
2858,143,Kadhi Khichdi,108,Yes
2859,143,Vada Pav,269,Yes
2860,143,Burger,306,No
2861,144,Chicken Biryani,200,No
2862,144,Vada Pav,397,No
2863,144,Burger,291,Yes
2864,144,Cold Coffee,124,No
2865,144,Veg Biryani,182,Yes
2866,144,Gujarati Thali,263,No
2867,144,Fries,129,No
2868,144,Idli Sambar,304,No
2869,144,Chocolate Shake,297,No
2870,144,Veg Pizza,204,Yes
2871,144,Jeera Rice,308,No
2872,144,Rasgulla,195,No
2873,144,Gulab Jamun,295,Yes
2874,144,Pav Bhaji,187,No
2875,144,Butter Naan,229,No
2876,144,Paneer Butter Masala,283,No
2877,144,Dal Tadka,89,Yes
2878,144,Masala Dosa,205,No
2879,144,Manchurian,383,Yes
2880,144,Paneer Tikka,233,Yes
2881,145,Gujarati Thali,133,No
2882,145,Paneer Butter Masala,348,Yes
2883,145,Pav Bhaji,219,Yes
2884,145,Veg Pizza,243,Yes
2885,145,Kadhi Khichdi,282,Yes
2886,145,Dal Tadka,398,No
2887,145,Paneer Tikka,312,Yes
2888,145,Rasgulla,183,No
2889,145,Fries,229,No
2890,145,Cold Coffee,119,Yes
2891,145,Jeera Rice,331,Yes
2892,145,Vada Pav,223,No
2893,145,Chicken Biryani,384,No
2894,145,Manchurian,314,No
2895,145,Veg Biryani,218,No
2896,145,Hakka Noodles,320,Yes
2897,145,Gulab Jamun,155,No
2898,145,Burger,201,Yes
2899,145,Butter Naan,254,No
2900,145,Chocolate Shake,325,No
2901,146,Gujarati Thali,108,Yes
2902,146,Jeera Rice,258,Yes
2903,146,Idli Sambar,124,No
2904,146,Paneer Tikka,384,Yes
2905,146,Gulab Jamun,324,Yes
2906,146,Chicken Biryani,265,No
2907,146,Cold Coffee,217,Yes
2908,146,Rasgulla,109,No
2909,146,Chocolate Shake,210,Yes
2910,146,Kadhi Khichdi,104,No
2911,146,Pav Bhaji,174,No
2912,146,Veg Biryani,219,Yes
2913,146,Veg Pizza,189,No
2914,146,Fries,340,Yes
2915,146,Dal Tadka,115,Yes
2916,146,Paneer Butter Masala,282,No
2917,146,Masala Dosa,95,No
2918,146,Butter Naan,260,Yes
2919,146,Burger,91,Yes
2920,146,Hakka Noodles,301,Yes
2921,147,Kadhi Khichdi,323,Yes
2922,147,Vada Pav,258,Yes
2923,147,Manchurian,320,Yes
2924,147,Paneer Tikka,147,Yes
2925,147,Chicken Biryani,305,Yes
2926,147,Idli Sambar,335,Yes
2927,147,Butter Naan,314,Yes
2928,147,Dal Tadka,267,Yes
2929,147,Veg Biryani,231,No
2930,147,Burger,159,Yes
2931,147,Paneer Butter Masala,288,Yes
2932,147,Jeera Rice,366,No
2933,147,Gujarati Thali,383,No
2934,147,Veg Pizza,254,No
2935,147,Gulab Jamun,323,No
2936,147,Chocolate Shake,200,Yes
2937,147,Masala Dosa,286,Yes
2938,147,Rasgulla,397,Yes
2939,147,Fries,243,Yes
2940,147,Pav Bhaji,205,Yes
2941,148,Kadhi Khichdi,221,Yes
2942,148,Masala Dosa,151,No
2943,148,Paneer Tikka,242,Yes
2944,148,Hakka Noodles,397,Yes
2945,148,Burger,175,Yes
2946,148,Chocolate Shake,184,Yes
2947,148,Paneer Butter Masala,291,Yes
2948,148,Veg Pizza,124,Yes
2949,148,Jeera Rice,128,Yes
2950,148,Chicken Biryani,92,No
2951,148,Idli Sambar,109,Yes
2952,148,Butter Naan,88,No
2953,148,Pav Bhaji,348,Yes
2954,148,Fries,135,Yes
2955,148,Veg Biryani,294,Yes
2956,148,Cold Coffee,122,No
2957,148,Rasgulla,116,No
2958,148,Vada Pav,128,Yes
2959,148,Manchurian,172,No
2960,148,Dal Tadka,212,No
2961,149,Chicken Biryani,378,Yes
2962,149,Gulab Jamun,226,Yes
2963,149,Manchurian,350,Yes
2964,149,Pav Bhaji,230,No
2965,149,Burger,99,No
2966,149,Gujarati Thali,209,Yes
2967,149,Veg Pizza,256,Yes
2968,149,Fries,184,Yes
2969,149,Jeera Rice,195,No
2970,149,Vada Pav,190,No
2971,149,Hakka Noodles,259,Yes
2972,149,Paneer Tikka,254,No
2973,149,Cold Coffee,115,Yes
2974,149,Dal Tadka,341,No
2975,149,Paneer Butter Masala,362,Yes
2976,149,Kadhi Khichdi,94,No
2977,149,Veg Biryani,105,No
2978,149,Idli Sambar,295,Yes
2979,149,Butter Naan,107,Yes
2980,149,Rasgulla,178,Yes
2981,150,Chicken Biryani,182,No
2982,150,Idli Sambar,300,Yes
2983,150,Butter Naan,227,Yes
2984,150,Gujarati Thali,383,No
2985,150,Hakka Noodles,314,No
2986,150,Rasgulla,344,Yes
2987,150,Masala Dosa,304,Yes
2988,150,Pav Bhaji,272,Yes
2989,150,Paneer Tikka,170,Yes
2990,150,Paneer Butter Masala,366,No
2991,150,Dal Tadka,327,No
2992,150,Manchurian,175,Yes
2993,150,Chocolate Shake,302,Yes
2994,150,Cold Coffee,191,Yes
2995,150,Jeera Rice,250,No
2996,150,Fries,280,Yes
2997,150,Gulab Jamun,350,No
2998,150,Burger,237,No
2999,150,Veg Biryani,362,No
3000,150,Kadhi Khichdi,388,Yes
3001,151,Butter Naan,302,No
3002,151,Gujarati Thali,394,Yes
3003,151,Fries,354,No
3004,151,Veg Biryani,155,No
3005,151,Idli Sambar,387,No
3006,151,Cold Coffee,400,Yes
3007,151,Vada Pav,206,No
3008,151,Gulab Jamun,195,Yes
3009,151,Hakka Noodles,286,Yes
3010,151,Jeera Rice,147,Yes
3011,151,Chicken Biryani,373,Yes
3012,151,Manchurian,213,Yes
3013,151,Dal Tadka,91,No
3014,151,Paneer Butter Masala,148,Yes
3015,151,Burger,199,Yes
3016,151,Veg Pizza,374,No
3017,151,Pav Bhaji,223,No
3018,151,Chocolate Shake,386,Yes
3019,151,Rasgulla,245,Yes
3020,151,Masala Dosa,115,Yes
3021,152,Gujarati Thali,96,No
3022,152,Butter Naan,226,No
3023,152,Hakka Noodles,332,Yes
3024,152,Veg Biryani,283,No
3025,152,Burger,279,No
3026,152,Veg Pizza,188,Yes
3027,152,Paneer Tikka,271,No
3028,152,Dal Tadka,288,Yes
3029,152,Chicken Biryani,199,No
3030,152,Pav Bhaji,238,Yes
3031,152,Idli Sambar,108,No
3032,152,Manchurian,391,No
3033,152,Vada Pav,187,Yes
3034,152,Rasgulla,314,Yes
3035,152,Cold Coffee,306,Yes
3036,152,Jeera Rice,281,Yes
3037,152,Paneer Butter Masala,311,Yes
3038,152,Gulab Jamun,205,Yes
3039,152,Chocolate Shake,314,No
3040,152,Masala Dosa,188,Yes
3041,153,Jeera Rice,315,Yes
3042,153,Cold Coffee,250,No
3043,153,Dal Tadka,271,No
3044,153,Idli Sambar,347,Yes
3045,153,Rasgulla,381,No
3046,153,Pav Bhaji,87,No
3047,153,Chocolate Shake,100,No
3048,153,Vada Pav,97,Yes
3049,153,Hakka Noodles,98,No
3050,153,Veg Biryani,295,No
3051,153,Gujarati Thali,172,No
3052,153,Fries,275,Yes
3053,153,Veg Pizza,198,No
3054,153,Chicken Biryani,321,No
3055,153,Gulab Jamun,330,No
3056,153,Burger,317,No
3057,153,Manchurian,322,No
3058,153,Paneer Tikka,351,Yes
3059,153,Butter Naan,385,No
3060,153,Masala Dosa,356,Yes
3061,154,Vada Pav,314,Yes
3062,154,Hakka Noodles,303,No
3063,154,Veg Biryani,201,Yes
3064,154,Jeera Rice,298,No
3065,154,Masala Dosa,285,No
3066,154,Chocolate Shake,192,No
3067,154,Burger,263,No
3068,154,Manchurian,327,No
3069,154,Paneer Butter Masala,228,No
3070,154,Idli Sambar,273,Yes
3071,154,Gujarati Thali,224,Yes
3072,154,Dal Tadka,292,No
3073,154,Veg Pizza,140,No
3074,154,Paneer Tikka,299,No
3075,154,Kadhi Khichdi,343,Yes
3076,154,Butter Naan,256,No
3077,154,Gulab Jamun,312,Yes
3078,154,Pav Bhaji,337,Yes
3079,154,Cold Coffee,224,No
3080,154,Chicken Biryani,233,Yes
3081,155,Chocolate Shake,396,Yes
3082,155,Jeera Rice,121,No
3083,155,Paneer Tikka,177,Yes
3084,155,Masala Dosa,330,No
3085,155,Burger,333,No
3086,155,Hakka Noodles,312,No
3087,155,Veg Biryani,335,Yes
3088,155,Chicken Biryani,307,Yes
3089,155,Rasgulla,330,Yes
3090,155,Pav Bhaji,168,Yes
3091,155,Cold Coffee,108,Yes
3092,155,Butter Naan,303,Yes
3093,155,Paneer Butter Masala,206,Yes
3094,155,Vada Pav,317,Yes
3095,155,Gujarati Thali,136,Yes
3096,155,Gulab Jamun,104,Yes
3097,155,Idli Sambar,210,No
3098,155,Fries,202,No
3099,155,Kadhi Khichdi,387,No
3100,155,Dal Tadka,144,Yes
3101,156,Paneer Butter Masala,195,No
3102,156,Gulab Jamun,364,Yes
3103,156,Vada Pav,213,No
3104,156,Masala Dosa,187,No
3105,156,Kadhi Khichdi,161,No
3106,156,Pav Bhaji,169,Yes
3107,156,Veg Pizza,282,Yes
3108,156,Burger,133,No
3109,156,Rasgulla,106,No
3110,156,Jeera Rice,266,No
3111,156,Butter Naan,395,No
3112,156,Chocolate Shake,161,Yes
3113,156,Veg Biryani,180,No
3114,156,Dal Tadka,326,No
3115,156,Chicken Biryani,118,Yes
3116,156,Idli Sambar,228,Yes
3117,156,Paneer Tikka,295,No
3118,156,Cold Coffee,155,No
3119,156,Hakka Noodles,352,Yes
3120,156,Gujarati Thali,384,Yes
3121,157,Dal Tadka,88,Yes
3122,157,Veg Biryani,346,No
3123,157,Gulab Jamun,133,Yes
3124,157,Vada Pav,164,Yes
3125,157,Hakka Noodles,131,Yes
3126,157,Cold Coffee,348,Yes
3127,157,Pav Bhaji,196,No
3128,157,Veg Pizza,131,Yes
3129,157,Idli Sambar,310,Yes
3130,157,Jeera Rice,312,No
3131,157,Fries,211,Yes
3132,157,Paneer Butter Masala,118,Yes
3133,157,Kadhi Khichdi,208,No
3134,157,Paneer Tikka,339,Yes
3135,157,Rasgulla,315,Yes
3136,157,Chicken Biryani,255,Yes
3137,157,Masala Dosa,334,No
3138,157,Butter Naan,367,Yes
3139,157,Manchurian,101,No
3140,157,Chocolate Shake,103,No
3141,158,Vada Pav,212,No
3142,158,Gujarati Thali,84,Yes
3143,158,Fries,115,No
3144,158,Paneer Tikka,246,Yes
3145,158,Dal Tadka,167,No
3146,158,Chicken Biryani,343,No
3147,158,Idli Sambar,282,No
3148,158,Hakka Noodles,167,No
3149,158,Pav Bhaji,182,No
3150,158,Burger,163,Yes
3151,158,Chocolate Shake,188,Yes
3152,158,Veg Biryani,284,No
3153,158,Jeera Rice,164,No
3154,158,Butter Naan,168,Yes
3155,158,Gulab Jamun,332,No
3156,158,Veg Pizza,91,No
3157,158,Rasgulla,266,No
3158,158,Masala Dosa,291,Yes
3159,158,Kadhi Khichdi,278,Yes
3160,158,Paneer Butter Masala,300,No
3161,159,Vada Pav,268,Yes
3162,159,Dal Tadka,301,Yes
3163,159,Paneer Butter Masala,335,No
3164,159,Manchurian,275,No
3165,159,Paneer Tikka,348,Yes
3166,159,Chicken Biryani,369,No
3167,159,Butter Naan,240,No
3168,159,Gulab Jamun,208,Yes
3169,159,Idli Sambar,290,Yes
3170,159,Gujarati Thali,336,Yes
3171,159,Veg Pizza,271,Yes
3172,159,Burger,236,Yes
3173,159,Cold Coffee,261,No
3174,159,Masala Dosa,191,No
3175,159,Pav Bhaji,85,No
3176,159,Fries,191,Yes
3177,159,Rasgulla,195,No
3178,159,Hakka Noodles,159,Yes
3179,159,Veg Biryani,193,Yes
3180,159,Chocolate Shake,264,Yes
3181,160,Idli Sambar,301,Yes
3182,160,Veg Biryani,311,Yes
3183,160,Burger,235,Yes
3184,160,Hakka Noodles,197,No
3185,160,Chicken Biryani,333,No
3186,160,Rasgulla,310,Yes
3187,160,Veg Pizza,341,Yes
3188,160,Butter Naan,301,Yes
3189,160,Masala Dosa,155,Yes
3190,160,Pav Bhaji,106,Yes
3191,160,Chocolate Shake,189,Yes
3192,160,Paneer Butter Masala,140,No
3193,160,Jeera Rice,331,Yes
3194,160,Paneer Tikka,361,Yes
3195,160,Dal Tadka,301,Yes
3196,160,Gujarati Thali,82,Yes
3197,160,Gulab Jamun,184,Yes
3198,160,Manchurian,176,Yes
3199,160,Kadhi Khichdi,175,Yes
3200,160,Vada Pav,355,Yes
3201,161,Veg Pizza,227,Yes
3202,161,Paneer Tikka,225,Yes
3203,161,Veg Biryani,383,No
3204,161,Burger,169,No
3205,161,Idli Sambar,264,Yes
3206,161,Gulab Jamun,150,No
3207,161,Manchurian,321,No
3208,161,Fries,394,Yes
3209,161,Hakka Noodles,304,Yes
3210,161,Dal Tadka,191,No
3211,161,Chocolate Shake,367,No
3212,161,Rasgulla,258,Yes
3213,161,Paneer Butter Masala,396,Yes
3214,161,Chicken Biryani,312,Yes
3215,161,Gujarati Thali,185,No
3216,161,Kadhi Khichdi,229,No
3217,161,Pav Bhaji,107,Yes
3218,161,Butter Naan,339,No
3219,161,Cold Coffee,188,Yes
3220,161,Vada Pav,373,Yes
3221,162,Hakka Noodles,368,Yes
3222,162,Gujarati Thali,298,No
3223,162,Butter Naan,218,No
3224,162,Vada Pav,367,No
3225,162,Jeera Rice,331,Yes
3226,162,Masala Dosa,316,No
3227,162,Paneer Tikka,286,No
3228,162,Chicken Biryani,245,Yes
3229,162,Pav Bhaji,274,Yes
3230,162,Gulab Jamun,84,No
3231,162,Kadhi Khichdi,328,Yes
3232,162,Idli Sambar,358,Yes
3233,162,Rasgulla,360,No
3234,162,Dal Tadka,394,No
3235,162,Burger,240,No
3236,162,Paneer Butter Masala,388,No
3237,162,Fries,149,Yes
3238,162,Cold Coffee,342,Yes
3239,162,Chocolate Shake,223,No
3240,162,Veg Biryani,181,No
3241,163,Dal Tadka,329,No
3242,163,Burger,277,Yes
3243,163,Vada Pav,194,Yes
3244,163,Veg Pizza,312,Yes
3245,163,Masala Dosa,123,Yes
3246,163,Paneer Butter Masala,199,No
3247,163,Manchurian,368,Yes
3248,163,Veg Biryani,364,No
3249,163,Kadhi Khichdi,371,Yes
3250,163,Hakka Noodles,139,Yes
3251,163,Jeera Rice,217,No
3252,163,Butter Naan,167,No
3253,163,Chicken Biryani,266,Yes
3254,163,Rasgulla,120,Yes
