restaurant_id,restaurant_name,city,cuisine,rating,delivery_time
525,Magic House,Vadodara,Gujarati,4.2,40
526,Delight Restaurant,Vadodara,South Indian,4.0,36
527,Magic Dhaba,Vadodara,Burger,4.9,28
528,Street House,Vadodara,North Indian,4.5,35
529,Flavors Hub,Vadodara,Fast Food,4.8,22
530,Delight Dhaba,Vadodara,Burger,4.6,43
531,Taste Hub,Vadodara,Biryani,4.2,24
532,Royal Bites,Vadodara,Gujarati,3.8,49
533,Golden Corner,Vadodara,Street Food,4.7,29
534,Delight Corner,Vadodara,South Indian,4.8,33
535,Food Dhaba,Vadodara,Chinese,3.8,42
536,Delight Corner,Vadodara,Desserts,4.4,29
537,Street Cafe,Vadodara,Gujarati,3.8,20
538,Street Bites,Vadodara,Biryani,4.9,21
539,Delight Restaurant,Vadodara,Fast Food,4.9,48
540,Magic Kitchen,Vadodara,Burger,3.9,34
541,Hungry Kitchen,Vadodara,Fast Food,3.9,49
542,Food Kitchen,Vadodara,Burger,4.9,25
543,Spicy Dhaba,Vadodara,South Indian,3.5,31
544,Tasty Cafe,Vadodara,Desserts,4.2,25
545,Street Kitchen,Vadodara,Burger,4.4,45
546,Spicy Bites,Vadodara,Fast Food,4.7,49
547,Spicy Cafe,Vadodara,Street Food,4.0,25
548,Delight Kitchen,Vadodara,Fast Food,4.9,48
549,Taste Kitchen,Vadodara,North Indian,4.7,29
550,Tasty Cafe,Vadodara,Chinese,4.0,34
551,Street Kitchen,Vadodara,Fast Food,3.7,33
552,Food Bites,Vadodara,Burger,4.1,39
553,Taste Dhaba,Vadodara,Gujarati,4.5,34
554,Magic Restaurant,Vadodara,South Indian,3.7,46
555,Flavors Restaurant,Vadodara,South Indian,3.7,28
556,Magic Restaurant,Vadodara,South Indian,4.1,49
557,Taste Point,Vadodara,Pizza,3.5,34
558,Flavors Hub,Vadodara,Pizza,4.5,26
559,Street Dhaba,Vadodara,Chinese,3.7,31
560,Food Corner,Vadodara,Pizza,4.4,45
561,Flavors Cafe,Vadodara,Biryani,4.8,42
562,Street Restaurant,Vadodara,Chinese,4.3,39
563,Hungry Bites,Vadodara,North Indian,4.8,46
564,Flavors Corner,Vadodara,Burger,4.9,31
565,Tasty Point,Vadodara,Desserts,4.8,43
566,Hungry Hub,Vadodara,Burger,4.1,20
567,Royal House,Vadodara,Fast Food,4.1,31
568,Spicy Point,Vadodara,Street Food,4.1,46
569,Tasty Dhaba,Vadodara,Pizza,4.8,25
570,Magic Bites,Vadodara,Fast Food,4.5,43
571,Street Point,Vadodara,South Indian,4.6,32
572,Flavors Corner,Vadodara,Burger,3.5,28
573,Delight Kitchen,Vadodara,Gujarati,4.6,23
574,Taste Dhaba,Vadodara,Chinese,3.7,33
575,Flavors Dhaba,Vadodara,Fast Food,4.9,25
576,Taste Cafe,Vadodara,Biryani,3.7,29
577,Flavors Dhaba,Vadodara,Desserts,4.2,21
578,Urban Hub,Vadodara,Desserts,4.7,39
579,Spicy Point,Vadodara,Desserts,4.5,30
580,Tasty Dhaba,Vadodara,Biryani,4.7,33
581,Golden Restaurant,Vadodara,Burger,4.0,48
582,Tasty Dhaba,Vadodara,Gujarati,3.6,38
583,Food House,Vadodara,Fast Food,4.1,40
584,Flavors Kitchen,Vadodara,North Indian,3.7,24
585,Food Point,Vadodara,Fast Food,3.5,32
586,Hungry Dhaba,Vadodara,Pizza,4.8,32
587,Tasty Kitchen,Vadodara,Chinese,3.8,22
588,Spicy House,Vadodara,Burger,4.2,35
589,Street Hub,Vadodara,Fast Food,3.9,36
590,Spicy Restaurant,Vadodara,Burger,3.7,50
591,Hungry Dhaba,Vadodara,Burger,4.9,31
592,Hungry Restaurant,Vadodara,Biryani,4.4,28
593,Delight Kitchen,Vadodara,Desserts,4.7,41
594,Tasty Cafe,Vadodara,Fast Food,4.1,33
595,Flavors House,Vadodara,Burger,4.8,35
596,Taste Kitchen,Vadodara,Desserts,4.5,20
597,Tasty Bites,Vadodara,Street Food,4.3,30
598,Spicy Restaurant,Vadodara,Fast Food,4.4,46
599,Hungry Hub,Vadodara,Desserts,4.3,46
600,Food Bites,Vadodara,Chinese,4.4,27
601,Magic House,Rajkot,Biryani,4.0,44
602,Spicy Kitchen,Rajkot,Street Food,4.9,40
603,Tasty Kitchen,Rajkot,Fast Food,4.5,39
604,Tasty House,Rajkot,Pizza,4.0,44
605,Spicy Restaurant,Rajkot,North Indian,3.9,37
606,Taste Bites,Rajkot,Biryani,3.8,31
607,Hungry Corner,Rajkot,Biryani,4.8,29
608,Hungry Corner,Rajkot,Chinese,4.7,38
609,Street Point,Rajkot,Desserts,4.5,39
610,Golden Restaurant,Rajkot,Pizza,4.7,45
611,Magic Bites,Rajkot,Chinese,3.7,30
612,Magic Hub,Rajkot,Street Food,4.2,38
613,Taste Hub,Rajkot,Fast Food,4.7,50
614,Delight Kitchen,Rajkot,Biryani,4.8,43
615,Hungry Kitchen,Rajkot,South Indian,4.0,47
616,Royal Corner,Rajkot,North Indian,4.0,46
617,Golden Point,Rajkot,North Indian,4.2,33
618,Hungry Cafe,Rajkot,North Indian,4.5,34
619,Magic Dhaba,Rajkot,Burger,4.3,30
620,Spicy Cafe,Rajkot,Chinese,4.4,23
621,Spicy Bites,Rajkot,Burger,3.8,31
622,Golden Bites,Rajkot,Desserts,4.2,22
623,Royal House,Rajkot,North Indian,4.6,41
624,Food Corner,Rajkot,Street Food,3.8,21
625,Golden Hub,Rajkot,Desserts,4.6,23
626,Flavors House,Rajkot,Street Food,4.8,42
627,Royal Kitchen,Rajkot,Burger,4.0,24
628,Flavors Bites,Rajkot,Street Food,4.2,42
629,Street Restaurant,Rajkot,South Indian,3.9,33
630,Delight Cafe,Rajkot,Fast Food,3.7,47
631,Food Point,Rajkot,Gujarati,4.8,30
632,Flavors Kitchen,Rajkot,North Indian,3.5,48
633,Spicy House,Rajkot,Desserts,4.5,41
634,Spicy Point,Rajkot,South Indian,4.9,44
635,Spicy Hub,Rajkot,Pizza,4.1,32
636,Royal House,Rajkot,South Indian,4.6,21
637,Spicy Bites,Rajkot,Burger,4.5,48
638,Golden Hub,Rajkot,Fast Food,4.3,40
639,Food Kitchen,Rajkot,North Indian,4.1,26
640,Delight Restaurant,Rajkot,Pizza,4.4,35
641,Royal Hub,Rajkot,Desserts,3.8,42
642,Urban House,Rajkot,Desserts,4.2,27
643,Magic Point,Rajkot,North Indian,3.5,40
644,Food Dhaba,Rajkot,Pizza,4.9,49
645,Food Kitchen,Rajkot,North Indian,4.7,48
646,Food Dhaba,Rajkot,Gujarati,4.2,45
647,Street House,Rajkot,Desserts,4.4,44
648,Urban Dhaba,Rajkot,Chinese,4.6,47
649,Taste Point,Rajkot,Biryani,4.4,33
650,Flavors Point,Rajkot,Pizza,3.9,50
651,Urban Point,Rajkot,Burger,4.8,28
652,Royal Kitchen,Rajkot,Burger,4.5,49
653,Street Hub,Rajkot,Biryani,4.3,31
654,Spicy Dhaba,Rajkot,Desserts,4.5,37
655,Taste Bites,Rajkot,Biryani,4.7,31
656,Food Bites,Rajkot,South Indian,3.7,38
657,Urban Cafe,Rajkot,Burger,3.6,30
658,Food Cafe,Rajkot,Street Food,4.0,22
659,Flavors House,Rajkot,South Indian,4.4,48
660,Food Restaurant,Rajkot,North Indian,3.5,24
661,Golden Dhaba,Rajkot,Fast Food,3.7,33
662,Food Point,Rajkot,Street Food,3.8,39
663,Magic Hub,Rajkot,Desserts,4.6,36
664,Urban Dhaba,Rajkot,Pizza,3.9,28
665,Street Restaurant,Rajkot,North Indian,4.6,47
666,Hungry Corner,Rajkot,Biryani,3.8,44
667,Spicy Dhaba,Rajkot,North Indian,3.5,45
668,Urban Corner,Rajkot,Pizza,4.1,35
669,Delight Dhaba,Rajkot,Burger,4.4,33
670,Spicy Kitchen,Rajkot,Pizza,4.0,50
671,Delight Bites,Rajkot,Burger,3.7,49
672,Royal Point,Rajkot,Pizza,3.7,28
673,Hungry House,Rajkot,Gujarati,4.4,50
674,Tasty Restaurant,Rajkot,Biryani,4.4,22
675,Delight Kitchen,Rajkot,Street Food,4.0,21
676,Delight Point,Rajkot,Biryani,4.6,23
677,Spicy House,Rajkot,Gujarati,4.0,44
678,Food Point,Rajkot,Biryani,3.9,42
679,Magic Dhaba,Rajkot,North Indian,4.8,37
680,Flavors Kitchen,Rajkot,Burger,4.2,36
681,Tasty Restaurant,Rajkot,Pizza,4.5,41
682,Taste Point,Rajkot,Fast Food,3.9,41
683,Tasty Point,Rajkot,Pizza,4.2,49
684,Spicy Dhaba,Rajkot,North Indian,3.9,47
685,Taste Dhaba,Rajkot,South Indian,4.9,20
686,Food Dhaba,Rajkot,North Indian,4.7,23
687,Taste Kitchen,Rajkot,Gujarati,3.7,35
688,Spicy Cafe,Rajkot,Chinese,4.3,24
689,Hungry Cafe,Rajkot,Biryani,4.6,46
690,Urban Restaurant,Rajkot,North Indian,4.3,44
691,Delight Kitchen,Rajkot,Fast Food,3.6,26
692,Flavors Hub,Rajkot,Pizza,3.9,45
693,Hungry House,Rajkot,Fast Food,3.6,42
694,Flavors Dhaba,Rajkot,North Indian,4.4,37
695,Delight Dhaba,Rajkot,Biryani,4.1,22
696,Magic Kitchen,Rajkot,Burger,4.0,27
697,Tasty Dhaba,Rajkot,Biryani,4.8,50
698,Flavors Hub,Rajkot,Street Food,3.8,37
699,Tasty Kitchen,Rajkot,Fast Food,4.0,35
700,Royal Corner,Rajkot,Chinese,4.4,34
701,Tasty Cafe,Rajkot,Gujarati,4.4,42
702,Delight Dhaba,Rajkot,Burger,3.6,27
703,Royal Cafe,Rajkot,North Indian,4.1,34
704,Hungry Hub,Rajkot,Chinese,4.0,28
705,Tasty House,Rajkot,South Indian,4.6,45
706,Flavors House,Rajkot,Desserts,4.5,39
707,Royal House,Rajkot,Street Food,3.7,42
708,Golden Point,Rajkot,Street Food,3.5,40
709,Royal House,Rajkot,Fast Food,3.8,23
710,Delight Hub,Rajkot,South Indian,4.8,26
711,Urban Kitchen,Rajkot,Street Food,4.1,22
712,Street Cafe,Rajkot,North Indian,3.6,32
713,Flavors Corner,Rajkot,South Indian,4.7,43
714,Street Restaurant,Rajkot,Biryani,4.9,20
715,Hungry Bites,Rajkot,Pizza,3.8,34
716,Urban Corner,Rajkot,South Indian,3.6,46
717,Food Point,Rajkot,North Indian,4.2,22
718,Flavors Point,Rajkot,Desserts,3.8,36
719,Golden Dhaba,Rajkot,Biryani,4.9,44
720,Royal Bites,Rajkot,Burger,4.6,42
721,Food Point,Rajkot,Biryani,4.4,31
722,Hungry Hub,Rajkot,North Indian,4.6,29
723,Hungry Kitchen,Rajkot,Fast Food,3.6,25
724,Magic Bites,Rajkot,Burger,4.5,30
725,Urban Corner,Rajkot,Burger,4.5,23
726,Street House,Rajkot,Fast Food,3.6,40
727,Hungry Kitchen,Rajkot,North Indian,3.7,21
728,Spicy House,Rajkot,Gujarati,3.5,39
729,Street Hub,Rajkot,Pizza,4.4,49
730,Flavors Point,Rajkot,Street Food,4.6,47
731,Hungry Dhaba,Rajkot,Biryani,4.1,26
732,Taste House,Rajkot,Gujarati,3.6,20
733,Urban Hub,Rajkot,Gujarati,4.9,41
734,Taste House,Rajkot,Pizza,4.8,29
735,Spicy Kitchen,Rajkot,North Indian,4.3,21
736,Delight Kitchen,Rajkot,Street Food,4.0,27
737,Street Cafe,Rajkot,Pizza,4.6,44
738,Street Kitchen,Rajkot,South Indian,4.0,44
739,Taste Dhaba,Rajkot,Fast Food,4.8,50
740,Golden Restaurant,Rajkot,Chinese,4.6,23
741,Magic House,Rajkot,Burger,4.5,47
742,Food Bites,Rajkot,Chinese,4.8,22
743,Hungry Kitchen,Rajkot,Desserts,4.0,30
744,Street Kitchen,Rajkot,Gujarati,4.6,41
745,Magic Hub,Rajkot,North Indian,4.3,37
746,Golden Kitchen,Rajkot,Fast Food,4.4,37
747,Golden Kitchen,Rajkot,North Indian,3.9,46
748,Golden Restaurant,Rajkot,Burger,3.6,35
749,Hungry Point,Rajkot,Pizza,4.3,26
750,Urban Corner,Rajkot,Gujarati,4.8,46
751,Magic Kitchen,Rajkot,Biryani,3.8,45
752,Hungry House,Rajkot,Street Food,3.9,35
753,Royal Cafe,Rajkot,Burger,3.7,45
754,Flavors Restaurant,Rajkot,Chinese,3.6,31
755,Magic Hub,Rajkot,Street Food,4.3,25
756,Flavors Restaurant,Rajkot,Biryani,4.6,36
757,Royal Bites,Rajkot,Desserts,4.2,48
758,Hungry House,Rajkot,Fast Food,3.9,45
759,Flavors Cafe,Rajkot,Burger,3.9,22
760,Royal Hub,Rajkot,Street Food,4.1,50
761,Street Point,Rajkot,Chinese,3.6,20
762,Magic Kitchen,Rajkot,Pizza,4.3,25
763,Delight Hub,Rajkot,South Indian,3.8,50
764,Urban Cafe,Rajkot,Chinese,3.9,22
765,Urban Point,Rajkot,Biryani,3.9,41
766,Taste Cafe,Rajkot,Gujarati,4.5,26
767,Golden Restaurant,Rajkot,Biryani,4.0,31
768,Golden Dhaba,Rajkot,North Indian,4.2,37
769,Taste Corner,Rajkot,Street Food,3.9,29
770,Golden Kitchen,Rajkot,Street Food,4.8,39
771,Taste Cafe,Rajkot,Chinese,3.9,35
772,Magic Dhaba,Rajkot,Fast Food,4.0,46
773,Delight Hub,Rajkot,Desserts,4.8,20
774,Tasty Kitchen,Rajkot,South Indian,4.4,30
775,Flavors Hub,Rajkot,Desserts,4.3,45
776,Hungry Bites,Rajkot,Street Food,4.3,40
777,Magic Cafe,Rajkot,South Indian,3.6,46
778,Food Restaurant,Rajkot,Biryani,3.8,25
779,Flavors Dhaba,Rajkot,Burger,4.7,43
780,Golden Bites,Rajkot,North Indian,4.7,25
781,Spicy Point,Rajkot,Fast Food,3.9,32
782,Royal Corner,Rajkot,Burger,4.7,41
783,Royal Restaurant,Rajkot,Biryani,3.6,20
784,Food Hub,Rajkot,Burger,4.8,40
785,Hungry Hub,Rajkot,Pizza,3.8,41
786,Magic Cafe,Rajkot,North Indian,3.6,24
787,Flavors Corner,Rajkot,Gujarati,3.9,47
788,Spicy Hub,Rajkot,Biryani,3.5,44
789,Magic Restaurant,Rajkot,North Indian,3.6,26
790,Food Dhaba,Rajkot,Biryani,4.7,27
791,Delight Kitchen,Rajkot,Desserts,3.7,30
792,Tasty House,Rajkot,Desserts,3.9,27
793,Hungry Bites,Rajkot,Street Food,4.5,34
794,Food House,Rajkot,Pizza,3.8,45
795,Golden Restaurant,Rajkot,South Indian,4.4,49
796,Delight Corner,Rajkot,Fast Food,3.6,48
797,Spicy House,Rajkot,Gujarati,3.6,25
798,Spicy Hub,Rajkot,Gujarati,4.1,39
799,Delight Cafe,Rajkot,Fast Food,4.7,48
800,Magic House,Rajkot,Street Food,3.6,33
801,Spicy Bites,Bhavnagar,Desserts,4.3,28
802,Taste Dhaba,Bhavnagar,South Indian,4.5,32
803,Food Dhaba,Bhavnagar,Fast Food,4.4,42
804,Food Cafe,Bhavnagar,Desserts,4.2,33
805,Taste Dhaba,Bhavnagar,North Indian,3.5,44
806,Tasty Kitchen,Bhavnagar,Street Food,3.7,43
807,Taste Point,Bhavnagar,Desserts,4.8,30
808,Urban Kitchen,Bhavnagar,Street Food,4.5,41
809,Tasty Hub,Bhavnagar,Burger,3.7,26
810,Magic Cafe,Bhavnagar,Desserts,3.5,43
811,Urban Dhaba,Bhavnagar,Gujarati,4.9,46
812,Magic Cafe,Bhavnagar,Fast Food,4.7,23
813,Street Corner,Bhavnagar,Fast Food,4.6,20
814,Urban Kitchen,Bhavnagar,North Indian,4.0,27
815,Magic Hub,Bhavnagar,South Indian,4.4,22
816,Urban Hub,Bhavnagar,Street Food,4.1,42
817,Food Restaurant,Bhavnagar,Gujarati,4.0,48
818,Magic Hub,Bhavnagar,Desserts,4.4,46
819,Golden Corner,Bhavnagar,Burger,3.6,26
820,Flavors House,Bhavnagar,Biryani,3.6,45
821,Royal Dhaba,Bhavnagar,Pizza,4.2,45
822,Hungry House,Bhavnagar,Burger,3.6,24
823,Hungry House,Bhavnagar,South Indian,3.9,37
824,Magic Kitchen,Bhavnagar,Chinese,4.4,30
825,Spicy Restaurant,Bhavnagar,Burger,4.7,30
826,Taste Bites,Bhavnagar,Burger,4.0,22
827,Royal Corner,Bhavnagar,Desserts,4.4,37
828,Spicy Dhaba,Bhavnagar,Burger,3.6,48
829,Hungry Dhaba,Bhavnagar,South Indian,4.0,31
830,Street Dhaba,Bhavnagar,Gujarati,4.3,48
831,Food House,Bhavnagar,South Indian,4.5,48
832,Hungry Restaurant,Bhavnagar,Gujarati,4.5,28
833,Food Cafe,Bhavnagar,Fast Food,3.7,34
834,Royal Bites,Bhavnagar,Burger,4.5,31
835,Golden Hub,Bhavnagar,Chinese,4.7,34
836,Spicy Kitchen,Bhavnagar,North Indian,3.9,26
837,Street Bites,Bhavnagar,Gujarati,4.6,32
838,Taste Cafe,Bhavnagar,South Indian,4.5,28
839,Delight Point,Bhavnagar,Fast Food,4.1,38
840,Street Point,Bhavnagar,Desserts,4.8,29
841,Flavors Cafe,Bhavnagar,South Indian,4.5,40
842,Street Restaurant,Bhavnagar,South Indian,4.6,46
843,Delight Corner,Bhavnagar,Street Food,4.7,49
844,Golden Point,Bhavnagar,Biryani,3.5,37
845,Royal Kitchen,Bhavnagar,Biryani,4.2,28
846,Golden Kitchen,Bhavnagar,South Indian,4.3,33
847,Urban Dhaba,Bhavnagar,North Indian,4.9,46
848,Tasty Point,Bhavnagar,Desserts,3.6,20
849,Tasty Hub,Bhavnagar,Burger,3.6,28
850,Golden Point,Bhavnagar,Biryani,4.2,21
851,Magic House,Bhavnagar,Gujarati,4.4,44
852,Street Dhaba,Bhavnagar,North Indian,4.6,42
853,Royal Dhaba,Bhavnagar,Pizza,3.8,31
854,Food Cafe,Bhavnagar,Biryani,4.7,33
855,Magic Corner,Bhavnagar,Biryani,4.0,39
856,Hungry Cafe,Bhavnagar,Fast Food,4.7,46
857,Urban Restaurant,Bhavnagar,Desserts,4.2,23
858,Magic Cafe,Bhavnagar,South Indian,4.8,28
859,Golden Restaurant,Bhavnagar,Chinese,4.5,50
860,Urban Bites,Bhavnagar,Fast Food,3.5,41
861,Urban Hub,Bhavnagar,Fast Food,3.7,44
862,Tasty Kitchen,Bhavnagar,North Indian,4.8,42
863,Delight Cafe,Bhavnagar,Biryani,3.7,24
864,Tasty House,Bhavnagar,Gujarati,3.9,38
865,Hungry House,Bhavnagar,North Indian,4.2,36
866,Taste Corner,Bhavnagar,Chinese,4.1,20
867,Urban Restaurant,Bhavnagar,Pizza,4.5,36
868,Flavors Dhaba,Bhavnagar,Burger,4.6,46
869,Taste Restaurant,Bhavnagar,Gujarati,3.7,22
870,Spicy House,Bhavnagar,South Indian,3.9,41
871,Flavors Cafe,Bhavnagar,South Indian,4.5,20
872,Golden Bites,Bhavnagar,North Indian,4.4,38
873,Spicy Bites,Bhavnagar,Street Food,3.7,45
874,Food Bites,Bhavnagar,South Indian,3.6,23
875,Food Point,Bhavnagar,South Indian,4.5,47
876,Spicy Hub,Bhavnagar,Street Food,4.5,30
877,Food Dhaba,Bhavnagar,South Indian,4.1,30
878,Delight Bites,Bhavnagar,Street Food,3.8,38
879,Golden Point,Bhavnagar,Fast Food,3.8,21
880,Hungry Dhaba,Bhavnagar,Pizza,3.8,39
881,Hungry Cafe,Bhavnagar,Gujarati,4.8,20
882,Golden Corner,Bhavnagar,Fast Food,3.9,50
883,Food Point,Bhavnagar,Desserts,4.5,27
884,Magic Dhaba,Bhavnagar,Gujarati,3.5,50
885,Royal Hub,Bhavnagar,Gujarati,4.4,38
886,Hungry Kitchen,Bhavnagar,South Indian,3.8,42
887,Food Cafe,Bhavnagar,South Indian,4.9,35
888,Food Point,Bhavnagar,Street Food,4.0,30
889,Tasty Kitchen,Bhavnagar,Pizza,4.7,44
890,Taste Corner,Bhavnagar,Street Food,3.9,23
891,Food Point,Bhavnagar,Biryani,4.5,31
892,Urban Restaurant,Bhavnagar,Fast Food,3.9,22
893,Royal Point,Bhavnagar,Biryani,3.9,28
894,Golden Point,Bhavnagar,Burger,3.9,30
895,Magic Hub,Bhavnagar,Fast Food,3.9,43
896,Flavors Hub,Bhavnagar,Gujarati,3.8,25
897,Taste Cafe,Bhavnagar,Biryani,3.7,37
898,Street Corner,Bhavnagar,Pizza,3.5,36
899,Taste Hub,Bhavnagar,Burger,4.9,49
900,Street Hub,Bhavnagar,South Indian,4.1,20
901,Hungry Corner,Bhavnagar,Burger,3.8,46
902,Tasty Dhaba,Bhavnagar,Biryani,3.6,20
903,Hungry Cafe,Bhavnagar,Biryani,4.8,41
904,Golden House,Bhavnagar,Fast Food,4.7,33
905,Taste Hub,Bhavnagar,Desserts,4.2,32
906,Taste Restaurant,Bhavnagar,Desserts,3.9,34
907,Taste Cafe,Bhavnagar,Chinese,4.6,45
908,Magic House,Bhavnagar,Gujarati,4.1,35
909,Royal Kitchen,Bhavnagar,Burger,4.2,30
910,Spicy Dhaba,Bhavnagar,Pizza,3.6,29
911,Urban Dhaba,Bhavnagar,South Indian,4.7,42
912,Flavors Kitchen,Bhavnagar,Street Food,4.9,30
913,Food Point,Bhavnagar,Desserts,3.9,35
914,Street House,Bhavnagar,Street Food,4.2,47
915,Food Corner,Bhavnagar,Fast Food,4.0,39
916,Delight Corner,Bhavnagar,South Indian,4.5,38
917,Taste House,Bhavnagar,North Indian,3.6,47
918,Royal Dhaba,Bhavnagar,Pizza,3.8,40
919,Flavors Corner,Bhavnagar,South Indian,4.6,46
920,Flavors Restaurant,Bhavnagar,Chinese,3.8,36
921,Street House,Jamnagar,Desserts,4.1,44
922,Hungry Hub,Jamnagar,North Indian,3.5,22
923,Spicy House,Jamnagar,North Indian,4.6,29
924,Magic Corner,Jamnagar,Burger,4.1,37
925,Food Point,Jamnagar,South Indian,4.4,22
926,Royal Dhaba,Jamnagar,North Indian,3.8,48
927,Spicy Cafe,Jamnagar,North Indian,4.8,24
928,Hungry Dhaba,Jamnagar,North Indian,3.9,31
929,Hungry Point,Jamnagar,North Indian,4.5,46
930,Street Restaurant,Jamnagar,Chinese,4.9,45
931,Flavors Hub,Jamnagar,North Indian,4.2,35
932,Royal Corner,Jamnagar,Street Food,3.9,31
933,Taste Cafe,Jamnagar,Desserts,4.9,32
934,Delight Kitchen,Jamnagar,Desserts,3.9,35
935,Delight Kitchen,Jamnagar,Pizza,3.8,38
936,Royal Dhaba,Jamnagar,Pizza,4.8,42
937,Golden Point,Jamnagar,North Indian,4.1,46
938,Street Hub,Jamnagar,Fast Food,4.1,22
939,Flavors Kitchen,Jamnagar,Pizza,4.1,35
940,Magic House,Jamnagar,South Indian,3.6,35
941,Royal Hub,Jamnagar,Burger,4.6,25
942,Tasty Cafe,Jamnagar,Street Food,3.9,31
943,Taste Cafe,Jamnagar,Gujarati,3.6,35
944,Delight Restaurant,Jamnagar,South Indian,4.6,50
945,Food Cafe,Jamnagar,Biryani,4.2,26
946,Tasty Restaurant,Jamnagar,Street Food,4.7,40
947,Spicy Bites,Jamnagar,Burger,4.5,45
948,Royal Cafe,Jamnagar,South Indian,4.6,48
949,Magic Point,Jamnagar,Chinese,4.3,50
950,Royal Dhaba,Jamnagar,Burger,4.9,26
951,Street Kitchen,Jamnagar,Gujarati,4.2,34
952,Golden House,Jamnagar,Pizza,4.7,32
953,Golden Hub,Jamnagar,Pizza,3.8,50
954,Taste Cafe,Jamnagar,Biryani,4.7,30
955,Golden House,Jamnagar,Chinese,4.3,45
956,Taste Restaurant,Jamnagar,Burger,4.7,48
957,Delight Cafe,Jamnagar,North Indian,4.7,45
958,Taste Dhaba,Jamnagar,Pizza,4.0,25
959,Spicy Dhaba,Jamnagar,Chinese,4.8,45
960,Tasty Restaurant,Jamnagar,Chinese,3.8,34
961,Food Bites,Jamnagar,Street Food,4.2,25
962,Hungry Dhaba,Jamnagar,South Indian,3.8,49
963,Magic Kitchen,Jamnagar,Biryani,3.7,37
964,Royal Restaurant,Jamnagar,Pizza,3.5,45
965,Delight Corner,Jamnagar,Chinese,4.6,46
966,Flavors Restaurant,Jamnagar,Desserts,3.8,40
967,Food Point,Jamnagar,Pizza,3.6,48
968,Flavors Corner,Jamnagar,Chinese,4.7,45
969,Taste Corner,Jamnagar,Chinese,3.7,47
970,Tasty Cafe,Jamnagar,Biryani,4.1,33
971,Magic Cafe,Jamnagar,Desserts,3.6,44
972,Magic Restaurant,Jamnagar,South Indian,4.8,39
973,Flavors House,Jamnagar,Fast Food,3.9,21
974,Urban Dhaba,Jamnagar,Burger,4.2,39
975,Delight Bites,Jamnagar,Gujarati,4.7,49
976,Magic Restaurant,Jamnagar,Desserts,4.6,44
977,Royal Corner,Jamnagar,Fast Food,4.5,39
978,Golden Corner,Jamnagar,Gujarati,4.1,42
979,Royal Dhaba,Jamnagar,Fast Food,4.2,21
980,Magic Restaurant,Jamnagar,Chinese,3.9,22
981,Tasty Hub,Jamnagar,Desserts,3.5,28
982,Urban Point,Jamnagar,Burger,3.6,27
983,Food Kitchen,Jamnagar,Street Food,4.1,38
984,Tasty Kitchen,Jamnagar,Chinese,4.7,50
985,Spicy Bites,Jamnagar,Burger,4.6,40
986,Delight Cafe,Jamnagar,North Indian,3.6,20
987,Flavors Corner,Jamnagar,Burger,4.4,38
988,Taste Kitchen,Jamnagar,Chinese,4.8,32
989,Flavors Point,Jamnagar,Biryani,3.8,26
990,Flavors Kitchen,Jamnagar,Street Food,4.9,48
991,Golden Point,Jamnagar,Gujarati,3.8,38
992,Royal Point,Jamnagar,Gujarati,4.8,37
993,Spicy Dhaba,Jamnagar,Biryani,4.4,25
994,Food Corner,Jamnagar,Chinese,4.9,46
995,Food Kitchen,Jamnagar,South Indian,4.2,24
996,Food Restaurant,Jamnagar,North Indian,4.0,31
997,Delight Dhaba,Jamnagar,Fast Food,4.2,50
998,Delight Cafe,Jamnagar,Street Food,3.9,42
999,Hungry Restaurant,Jamnagar,Biryani,3.7,36
1000,Hungry Bites,Jamnagar,Fast Food,4.0,22
1001,Food Corner,Jamnagar,Fast Food,3.9,42
1002,Magic House,Jamnagar,South Indian,4.7,41
1003,Delight Kitchen,Jamnagar,Chinese,4.6,30
1004,Golden House,Jamnagar,North Indian,3.5,34
1005,Street Bites,Jamnagar,Burger,4.3,36
1006,Taste Kitchen,Jamnagar,Pizza,3.6,32
1007,Golden House,Jamnagar,Pizza,4.1,31
1008,Urban Restaurant,Jamnagar,Pizza,3.7,39
1009,Delight Corner,Jamnagar,Pizza,4.6,47
1010,Delight Cafe,Jamnagar,Burger,4.5,44
1011,Magic Point,Jamnagar,South Indian,4.8,22
1012,Spicy House,Jamnagar,Burger,4.1,37
1013,Food Restaurant,Jamnagar,Gujarati,4.5,30
1014,Urban House,Jamnagar,Gujarati,4.7,42
1015,Golden Hub,Jamnagar,Fast Food,4.2,32
1016,Street House,Jamnagar,Fast Food,3.6,48
1017,Tasty Cafe,Jamnagar,Burger,4.7,23
1018,Food Point,Jamnagar,Pizza,3.9,35
1019,Spicy Restaurant,Jamnagar,South Indian,4.7,32
1020,Delight House,Jamnagar,Desserts,3.9,33
1021,Tasty Cafe,Jamnagar,Street Food,3.8,40
1022,Magic Corner,Jamnagar,Biryani,4.1,43
1023,Food House,Jamnagar,Street Food,4.8,32
1024,Urban Kitchen,Jamnagar,Gujarati,3.6,26
1025,Delight Bites,Jamnagar,North Indian,4.9,24
1026,Flavors Dhaba,Jamnagar,Street Food,4.7,23
1027,Spicy Cafe,Jamnagar,Desserts,4.3,47
1028,Royal Corner,Jamnagar,Biryani,4.5,36
1029,Magic Hub,Jamnagar,Gujarati,4.2,39
1030,Spicy Corner,Jamnagar,Biryani,4.6,44
1031,Food Kitchen,Jamnagar,Chinese,3.7,43
